class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
LeftArmUp,0.5664032101631165,0.21227189898490906,-0.33895060420036316,0.999962568283081,0.5843967795372009,0.19701287150382996,-0.2768857777118683,0.9997853636741638,0.5936654210090637,0.19725710153579712,-0.27681204676628113,0.9998003840446472,0.6001971364021301,0.19743043184280396,-0.2768462598323822,0.9997338652610779,0.5510739684104919,0.19709348678588867,-0.2916240394115448,0.9999183416366577,0.5368468165397644,0.19755855202674866,-0.2915312945842743,0.9999392032623291,0.5248386859893799,0.19829082489013672,-0.29135575890541077,0.9999371767044067,0.6086959838867188,0.2059853971004486,-0.009892703033983707,0.9992414712905884,0.5096467733383179,0.20721295475959778,-0.08899520337581635,0.9999476671218872,0.5839513540267944,0.2299768626689911,-0.2460501492023468,0.9997639060020447,0.5430614948272705,0.23079299926757812,-0.2677333354949951,0.9999228715896606,0.6891295909881592,0.27884626388549805,-0.0005224704509600997,0.9997147917747498,0.4383384585380554,0.3176441490650177,0.00014420771913137287,0.9998817443847656,0.7792873978614807,0.17848768830299377,-0.1113228127360344,0.9935566782951355,0.37312862277030945,0.44027766585350037,0.01151291374117136,0.9910484552383423,0.8164911270141602,0.050218820571899414,-0.18531085550785065,0.9923880100250244,0.32343316078186035,0.5530082583427429,-0.12061459571123123,0.964836835861206,0.8268418908119202,0.021482884883880615,-0.26410889625549316,0.9747644066810608,0.29981476068496704,0.5915771126747131,-0.14936873316764832,0.9244500994682312,0.8160051703453064,0.018101215362548828,-0.2666776478290558,0.9728599190711975,0.31089112162590027,0.5929175019264221,-0.20771600306034088,0.9293140769004822,0.8099364638328552,0.02882063388824463,-0.20742307603359222,0.9798355102539062,0.3218464255332947,0.5812909603118896,-0.14877791702747345,0.9342964887619019,0.6691586971282959,0.5209593772888184,0.008130257949233055,0.9997265934944153,0.5194969177246094,0.5267012119293213,-0.008660674095153809,0.9996874332427979,0.6505663394927979,0.7288187742233276,-0.08541849255561829,0.9832325577735901,0.547085165977478,0.7235705852508545,-0.0977974385023117,0.9686041474342346,0.5921736359596252,0.8989288210868835,0.11381204426288605,0.9513759613037109,0.5384064316749573,0.8626993298530579,0.37137240171432495,0.8314911127090454,0.5739492177963257,0.9173475503921509,0.12043368816375732,0.7686672806739807,0.541517972946167,0.8680382966995239,0.4062090516090393,0.4948263466358185,0.625501275062561,0.9703071713447571,-0.14804933965206146,0.9189665913581848,0.5411178469657898,0.9341637492179871,0.18050965666770935,0.7952349185943604
LeftArmUp,0.5558192133903503,0.21271881461143494,-0.2995398938655853,0.9999707937240601,0.5743690729141235,0.19958627223968506,-0.23676811158657074,0.9998482465744019,0.5832164287567139,0.19978713989257812,-0.23668965697288513,0.9998569488525391,0.5899779200553894,0.1998749077320099,-0.23672468960285187,0.9998107552528381,0.5418262481689453,0.1999935507774353,-0.2489493489265442,0.9999419450759888,0.528014063835144,0.2006794512271881,-0.2488798201084137,0.9999569654464722,0.5157363414764404,0.2014458179473877,-0.24872680008411407,0.9999585151672363,0.5997793078422546,0.20921024680137634,0.025391608476638794,0.9994878768920898,0.5035191178321838,0.21093347668647766,-0.04097743704915047,0.9999656677246094,0.5745252370834351,0.2307479828596115,-0.2097911834716797,0.9998200535774231,0.5326830744743347,0.23137637972831726,-0.22750447690486908,0.9999434947967529,0.6832255125045776,0.28349408507347107,0.03404361009597778,0.9997528195381165,0.4377695620059967,0.32321247458457947,0.04374253749847412,0.9999067783355713,0.7727868556976318,0.188540518283844,-0.07774622738361359,0.9915907382965088,0.3740502595901489,0.44860386848449707,0.04972407966852188,0.9900055527687073,0.814546525478363,0.059667766094207764,-0.16297058761119843,0.9888831973075867,0.32573288679122925,0.5570746064186096,-0.10617459565401077,0.9613280296325684,0.8211522698402405,0.029025495052337646,-0.24268653988838196,0.9665545225143433,0.3030621409416199,0.5949954986572266,-0.1381206214427948,0.9168389439582825,0.8128467798233032,0.024564146995544434,-0.2511644959449768,0.9640882611274719,0.3141023516654968,0.5961639285087585,-0.20058833062648773,0.9223700761795044,0.8085905909538269,0.03642630577087402,-0.18884553015232086,0.9736241102218628,0.3250967562198639,0.5854282379150391,-0.13692927360534668,0.9294294118881226,0.6722766160964966,0.5195800065994263,-0.003424237482249737,0.9997090697288513,0.5215794444084167,0.5260592699050903,0.002944595878943801,0.9996629953384399,0.6575564742088318,0.7200757265090942,-0.09370053559541702,0.9809049367904663,0.5356855392456055,0.7254608869552612,-0.07497110217809677,0.9577822089195251,0.593246340751648,0.8963875770568848,0.07942605763673782,0.9389170408248901,0.5517668128013611,0.8609014749526978,0.3625634014606476,0.7813616394996643,0.578999936580658,0.9124239087104797,0.08208554238080978,0.683663010597229,0.5648495554924011,0.8765221834182739,0.3940906524658203,0.45031091570854187,0.6179741621017456,0.9600055813789368,-0.193528413772583,0.8973053693771362,0.5524892807006836,0.9318642616271973,0.16974803805351257,0.7585914731025696
LeftArmUp,0.5431659817695618,0.23268628120422363,-0.34207478165626526,0.9999608993530273,0.5556967258453369,0.21782831847667694,-0.2856079041957855,0.9997977614402771,0.5644700527191162,0.21761831641197205,-0.28554636240005493,0.9998152852058411,0.5714576244354248,0.21777558326721191,-0.2855865955352783,0.9997548460960388,0.5253870487213135,0.21955379843711853,-0.2951030135154724,0.9999161958694458,0.513974666595459,0.22124287486076355,-0.2950058579444885,0.9999395608901978,0.5035330057144165,0.22275039553642273,-0.29481562972068787,0.9999328851699829,0.5809115171432495,0.2264556884765625,-0.036556221544742584,0.9993757605552673,0.48809853196144104,0.231913760304451,-0.09345705062150955,0.9999455213546753,0.562138557434082,0.24948596954345703,-0.2556071877479553,0.9997597336769104,0.5243154764175415,0.2513197958469391,-0.27062833309173584,0.9999140501022339,0.6713243722915649,0.2929881811141968,-0.022858617827296257,0.9997532963752747,0.4361441731452942,0.3407987952232361,0.00020090726320631802,0.9998499155044556,0.7587786912918091,0.19348037242889404,-0.123989537358284,0.9967406392097473,0.36938121914863586,0.46086812019348145,-0.0010174583876505494,0.9899258613586426,0.7966543436050415,0.06763714551925659,-0.1761547178030014,0.9965559244155884,0.3249131441116333,0.5624956488609314,-0.15132836997509003,0.9601851105690002,0.7970610857009888,0.03496354818344116,-0.25628748536109924,0.9866557121276855,0.30458977818489075,0.5981787443161011,-0.17817352712154388,0.9136012196540833,0.7866581678390503,0.032321035861968994,-0.2555398643016815,0.9856414198875427,0.31338971853256226,0.5986015796661377,-0.23849011957645416,0.9191446900367737,0.7842642068862915,0.04226619005203247,-0.1965048462152481,0.9894352555274963,0.32408636808395386,0.5882464051246643,-0.1813279241323471,0.9272753000259399,0.6694746017456055,0.5248613357543945,0.0002712951391004026,0.9995974898338318,0.5239896178245544,0.5321301221847534,-0.0007105785771273077,0.9995549321174622,0.6566382050514221,0.7197270393371582,-0.06394776701927185,0.9784268140792847,0.5280842185020447,0.717626690864563,-0.06962576508522034,0.9622092843055725,0.6033473610877991,0.8964284062385559,0.10357729345560074,0.9524493217468262,0.5355812311172485,0.8757739067077637,0.18264128267765045,0.9010336399078369,0.5878041386604309,0.9142904281616211,0.10521624982357025,0.8072059154510498,0.5373460054397583,0.898858904838562,0.1925881952047348,0.6118254065513611,0.6392079591751099,0.9665195345878601,-0.15150080621242523,0.9216038584709167,0.5369894504547119,0.9443631172180176,-0.07220669835805893,0.870652973651886
LeftArmUp,0.5282127261161804,0.24870654940605164,-0.29088157415390015,0.9999768733978271,0.5398600101470947,0.23571717739105225,-0.23166343569755554,0.9998918771743774,0.5481305122375488,0.23510141670703888,-0.2315795123577118,0.9999088048934937,0.5561787486076355,0.23460941016674042,-0.23156465590000153,0.9998756647109985,0.5122630000114441,0.23863103985786438,-0.24070221185684204,0.9999537467956543,0.5037315487861633,0.23983974754810333,-0.24053694307804108,0.999967098236084,0.49553245306015015,0.24104949831962585,-0.24040494859218597,0.9999639987945557,0.5681778192520142,0.2428780496120453,0.015265380032360554,0.9997805953025818,0.48495814204216003,0.25028303265571594,-0.03553799167275429,0.9999687671661377,0.5461090207099915,0.2633984386920929,-0.20532290637493134,0.9998570680618286,0.5123234987258911,0.26571789383888245,-0.21929889917373657,0.9999344348907471,0.6651825904846191,0.29867684841156006,-0.01312200352549553,0.9998712539672852,0.44722187519073486,0.3537788987159729,0.06626265496015549,0.9998626708984375,0.7397521734237671,0.19580280780792236,-0.1564435064792633,0.9976512789726257,0.3795938193798065,0.46451082825660706,0.04721984267234802,0.9835841059684753,0.7729548215866089,0.07494747638702393,-0.24374684691429138,0.9970851540565491,0.33093732595443726,0.5534694790840149,-0.14541050791740417,0.9639939665794373,0.7729713320732117,0.04669469594955444,-0.3280898332595825,0.9890797734260559,0.3073441982269287,0.5891079306602478,-0.18289285898208618,0.9241859912872314,0.7608235478401184,0.041816771030426025,-0.3314454257488251,0.9882319569587708,0.31872597336769104,0.5890616178512573,-0.2473621815443039,0.9307292699813843,0.7586168646812439,0.04885190725326538,-0.2668319642543793,0.9918622970581055,0.3313582241535187,0.5796611905097961,-0.1788986176252365,0.9357934594154358,0.6616727709770203,0.523154616355896,-0.04608747735619545,0.9996613264083862,0.5285584926605225,0.5309662222862244,0.04567941650748253,0.9995537400245667,0.6426092982292175,0.7100433707237244,-0.1440260261297226,0.9775621294975281,0.508506178855896,0.7050631642341614,-0.014404049143195152,0.9555201530456543,0.6189438104629517,0.8927750587463379,-0.01409849151968956,0.9588109254837036,0.5412114262580872,0.8810122609138489,0.12513813376426697,0.9330421686172485,0.6095510721206665,0.9123789072036743,-0.018414633348584175,0.7494668364524841,0.5566421151161194,0.9054659008979797,0.12378944456577301,0.7418287396430969,0.6118955612182617,0.964751124382019,-0.306806743144989,0.9389090538024902,0.5100605487823486,0.9356679916381836,-0.13598774373531342,0.9183510541915894
LeftArmUp,0.5180522203445435,0.25272858142852783,-0.2937447428703308,0.9999786615371704,0.5328949689865112,0.23847118020057678,-0.2389274537563324,0.9999127388000488,0.5420523881912231,0.23770233988761902,-0.23887419700622559,0.9999271631240845,0.5513367056846619,0.23710937798023224,-0.23884573578834534,0.9999028444290161,0.5062623023986816,0.24137277901172638,-0.2407355159521103,0.9999610185623169,0.4982323944568634,0.2426380217075348,-0.24056528508663177,0.9999699592590332,0.4910404086112976,0.24345926940441132,-0.24050351977348328,0.9999674558639526,0.5681477785110474,0.24498896300792694,-0.006628720555454493,0.9998273849487305,0.48608970642089844,0.2536362409591675,-0.021346429362893105,0.9999688863754272,0.5386989116668701,0.26630061864852905,-0.2129664272069931,0.9998558759689331,0.5078553557395935,0.26846548914909363,-0.2166416347026825,0.9999288320541382,0.6664955615997314,0.3024863004684448,-0.029377471655607224,0.999832272529602,0.4545782804489136,0.3552912473678589,0.07313435524702072,0.9998582601547241,0.736852765083313,0.201898455619812,-0.19626109302043915,0.9971720576286316,0.38395562767982483,0.4626975655555725,0.05797882750630379,0.9774953722953796,0.7673743963241577,0.08432698249816895,-0.3093406856060028,0.9962496161460876,0.33229246735572815,0.5492260456085205,-0.14203621447086334,0.9561693072319031,0.7682987451553345,0.055129021406173706,-0.39204078912734985,0.9871677756309509,0.3085780143737793,0.5848931670188904,-0.17839708924293518,0.9112061858177185,0.757842481136322,0.05035629868507385,-0.39453503489494324,0.9861910343170166,0.31987464427948,0.5850699543952942,-0.24164952337741852,0.918967068195343,0.7554001808166504,0.05878770351409912,-0.3314724266529083,0.990069568157196,0.33252906799316406,0.5760315656661987,-0.17522473633289337,0.9258951544761658,0.6547892689704895,0.5220394730567932,-0.05022679269313812,0.9995693564414978,0.5228538513183594,0.5311276912689209,0.04992610216140747,0.99947589635849,0.637156069278717,0.7022959589958191,-0.17476648092269897,0.9689728021621704,0.5132046937942505,0.6993653774261475,-0.03579315170645714,0.9393040537834167,0.6171681880950928,0.8832216262817383,-0.06543657928705215,0.9402024149894714,0.530014157295227,0.8738112449645996,0.06660806387662888,0.9103845357894897,0.6137231588363647,0.9042333364486694,-0.07091142982244492,0.6773306131362915,0.5500789284706116,0.9020686149597168,0.0627288967370987,0.7102721333503723,0.6011664867401123,0.9491778612136841,-0.35059645771980286,0.9179838299751282,0.5160310864448547,0.9424503445625305,-0.18891671299934387,0.8953161239624023
LeftArmUp,0.5225917100906372,0.2578408718109131,-0.3727455139160156,0.9999392032623291,0.5374797582626343,0.24358323216438293,-0.32863396406173706,0.9997082352638245,0.5475226640701294,0.2429412603378296,-0.32854050397872925,0.9997501969337463,0.5571703314781189,0.24245348572731018,-0.32846006751060486,0.9996600151062012,0.5123767852783203,0.24671670794487,-0.32524755597114563,0.9998852014541626,0.5053581595420837,0.24779768288135529,-0.3251909017562866,0.9999115467071533,0.49879297614097595,0.2486650049686432,-0.32517844438552856,0.9999041557312012,0.5765895247459412,0.2506338357925415,-0.12047986686229706,0.9993070363998413,0.49773600697517395,0.25850239396095276,-0.11303377896547318,0.9998828172683716,0.5438173413276672,0.2710844576358795,-0.299700528383255,0.9995515942573547,0.5131615996360779,0.27288269996643066,-0.2969069182872772,0.9998189806938171,0.6728991270065308,0.3056647777557373,-0.13170403242111206,0.9991475343704224,0.4629262387752533,0.3556780517101288,-0.017741579562425613,0.9996546506881714,0.7349465489387512,0.20235922932624817,-0.27528607845306396,0.9977282881736755,0.39653879404067993,0.4622485041618347,-0.03032018430531025,0.9800518751144409,0.7493107914924622,0.08540815114974976,-0.32886162400245667,0.9968401193618774,0.34165653586387634,0.5477227568626404,-0.1910240203142166,0.9383813738822937,0.7516772747039795,0.05687016248703003,-0.3994290232658386,0.9875832200050354,0.31803008913993835,0.5784981846809387,-0.21756316721439362,0.8766928911209106,0.739582896232605,0.052021533250808716,-0.40273234248161316,0.9865146279335022,0.3266944885253906,0.5784592032432556,-0.26978862285614014,0.8860974907875061,0.7358902096748352,0.05924466252326965,-0.3480569124221802,0.9905945062637329,0.33813780546188354,0.570834755897522,-0.2188846319913864,0.8974117040634155,0.6565783023834229,0.5243999361991882,-0.02511407807469368,0.9986604452133179,0.522171676158905,0.531043291091919,0.024732664227485657,0.999204695224762,0.6493313908576965,0.6957354545593262,-0.055521830916404724,0.9831855297088623,0.5089856386184692,0.6996734142303467,-0.013004817068576813,0.9790396094322205,0.6163997054100037,0.8217317461967468,0.19821377098560333,0.9621284008026123,0.5352214574813843,0.8503552675247192,0.16443206369876862,0.9648749232292175,0.6090403199195862,0.833757758140564,0.21206031739711761,0.8426151275634766,0.5472341775894165,0.8701383471488953,0.16845473647117615,0.7958514094352722,0.6299293637275696,0.8908592462539673,-0.02900327928364277,0.9451240301132202,0.5440261363983154,0.912116527557373,-0.10623058676719666,0.9370949864387512
LeftArmUp,0.5581363439559937,0.27430081367492676,-0.568289577960968,0.9998928308486938,0.5710098147392273,0.260752409696579,-0.5317296385765076,0.9994344115257263,0.5790457129478455,0.2600564658641815,-0.5316116809844971,0.9994725584983826,0.5880106091499329,0.25939270853996277,-0.5315482020378113,0.9993023872375488,0.5473483204841614,0.2627629041671753,-0.5272788405418396,0.9997866749763489,0.5407483577728271,0.2635394036769867,-0.5271710753440857,0.9998018145561218,0.5341617465019226,0.264661967754364,-0.5271342992782593,0.9997876286506653,0.6041851043701172,0.26777341961860657,-0.31433141231536865,0.9986791014671326,0.5281215310096741,0.27347174286842346,-0.29994431138038635,0.9996904134750366,0.5753382444381714,0.2862328290939331,-0.4876422882080078,0.9992559552192688,0.5463538765907288,0.287086546421051,-0.483035147190094,0.9997047781944275,0.6886956691741943,0.32249969244003296,-0.27124160528182983,0.998744010925293,0.49042975902557373,0.3648839294910431,-0.14330974221229553,0.9997510313987732,0.7462472915649414,0.22244448959827423,-0.38889601826667786,0.9973524808883667,0.42567434906959534,0.4605371057987213,-0.11602640151977539,0.9731334447860718,0.7556152939796448,0.10211727768182755,-0.4763984978199005,0.9969831109046936,0.376611590385437,0.5439897179603577,-0.27508270740509033,0.9157630205154419,0.750476062297821,0.07736214995384216,-0.5522847771644592,0.9878978133201599,0.35412561893463135,0.5714389085769653,-0.30548781156539917,0.8469823598861694,0.743422269821167,0.0720512866973877,-0.5635850429534912,0.9866763353347778,0.3580624759197235,0.5719850063323975,-0.36484789848327637,0.8595951199531555,0.7428677678108215,0.07923018932342529,-0.4979102611541748,0.9903929829597473,0.3681800067424774,0.5641495585441589,-0.3056619167327881,0.8731023669242859,0.6519046425819397,0.5278772115707397,-0.017679139971733093,0.9985231757164001,0.5241641402244568,0.5346865653991699,0.017473526298999786,0.9997417330741882,0.6546714901924133,0.6769720315933228,0.05777784809470177,0.9825323820114136,0.5175246596336365,0.6973339915275574,-0.07687287777662277,0.9906966686248779,0.6288459300994873,0.7928099632263184,0.4495479464530945,0.9471583366394043,0.5355620980262756,0.8458818197250366,0.030906349420547485,0.981266975402832,0.6097748875617981,0.8033944964408875,0.47870326042175293,0.7993645668029785,0.5489518046379089,0.8575865030288696,0.025816496461629868,0.8616117238998413,0.6553518176078796,0.8514848947525024,0.261697381734848,0.9304637312889099,0.550769031047821,0.8992486000061035,-0.2740405797958374,0.9598448276519775
LeftArmUp,0.5738254189491272,0.27862972021102905,-0.5588114857673645,0.999812662601471,0.5889354348182678,0.2662389874458313,-0.5226612687110901,0.9989663362503052,0.5987087488174438,0.2663070857524872,-0.522609293460846,0.9990596175193787,0.607927143573761,0.26656046509742737,-0.5225767493247986,0.998812198638916,0.5642222762107849,0.26847317814826965,-0.5198101997375488,0.9995999932289124,0.5569750070571899,0.2696177363395691,-0.5197301506996155,0.9996500015258789,0.549549400806427,0.2706006169319153,-0.5197469592094421,0.9996449947357178,0.6235218048095703,0.2751513421535492,-0.303722083568573,0.9974247217178345,0.5455728769302368,0.2788001298904419,-0.2966096103191376,0.9994850158691406,0.5922992825508118,0.29313528537750244,-0.47685179114341736,0.9985112547874451,0.5612481236457825,0.29326575994491577,-0.4747248888015747,0.9994437098503113,0.7016012668609619,0.33345696330070496,-0.23723924160003662,0.9982237219810486,0.5072462558746338,0.36918336153030396,-0.1363903433084488,0.9996672868728638,0.7588300704956055,0.22912582755088806,-0.3312077522277832,0.9947720170021057,0.4523065686225891,0.4689173102378845,-0.08247852325439453,0.9580677151679993,0.7723288536071777,0.1204150915145874,-0.42564821243286133,0.9932749271392822,0.4017200171947479,0.5518174767494202,-0.23157024383544922,0.877838134765625,0.7665141820907593,0.09203839302062988,-0.49699342250823975,0.9753409624099731,0.38281118869781494,0.5777892470359802,-0.2591800093650818,0.8023576736450195,0.7599760293960571,0.08651840686798096,-0.5070702433586121,0.9731125831604004,0.3863312602043152,0.5789007544517517,-0.32221901416778564,0.8178152441978455,0.7604284286499023,0.09580254554748535,-0.4452686309814453,0.9801245927810669,0.3945682644844055,0.5714992880821228,-0.26198169589042664,0.8258667588233948,0.6509948372840881,0.530445396900177,-0.007725832052528858,0.9986801743507385,0.5273392200469971,0.5351799726486206,0.0073403604328632355,0.9997132420539856,0.6478468179702759,0.678666889667511,0.07099589705467224,0.9822908639907837,0.5246817469596863,0.6917928457260132,-0.09513334929943085,0.9904576539993286,0.6254228353500366,0.8046033978462219,0.4011380076408386,0.9641931653022766,0.5301949381828308,0.844230055809021,0.05143297091126442,0.9794875979423523,0.6116008162498474,0.8193202018737793,0.42252296209335327,0.8264076709747314,0.5378334522247314,0.8606189489364624,0.05096937343478203,0.7990034222602844,0.6530795693397522,0.8579913377761841,0.17307746410369873,0.949653685092926,0.5575620532035828,0.8984672427177429,-0.26372280716896057,0.9607658386230469
LeftArmUp,0.5786463022232056,0.279354453086853,-0.5485928058624268,0.9997847676277161,0.5931094884872437,0.2674782872200012,-0.5096471309661865,0.9987346529960632,0.6026600003242493,0.26730969548225403,-0.5095889568328857,0.9988645315170288,0.6118097901344299,0.2673073709011078,-0.5095455050468445,0.9985972046852112,0.5684506297111511,0.26968076825141907,-0.5087984204292297,0.9995012283325195,0.561411440372467,0.2705172300338745,-0.5087342262268066,0.9995555281639099,0.5537086725234985,0.2714124917984009,-0.508737325668335,0.9995569586753845,0.6272714734077454,0.2757484018802643,-0.27965351939201355,0.9972614049911499,0.5483430027961731,0.2802259624004364,-0.2796647548675537,0.9993368983268738,0.5963324308395386,0.2923222780227661,-0.46233445405960083,0.9983155727386475,0.5661764740943909,0.29265230894088745,-0.462424099445343,0.999270498752594,0.7037557363510132,0.3331258296966553,-0.21561990678310394,0.9986488223075867,0.5088043212890625,0.36772000789642334,-0.11260420829057693,0.9996548891067505,0.7635830640792847,0.23043563961982727,-0.3248862326145172,0.9965393543243408,0.45715922117233276,0.46750426292419434,-0.0416533499956131,0.9545143246650696,0.7778298854827881,0.12035298347473145,-0.4372195899486542,0.9945622086524963,0.4130394458770752,0.5472338199615479,-0.1812598556280136,0.8800427317619324,0.7709534764289856,0.09487918019294739,-0.5092334747314453,0.9782514572143555,0.3912132978439331,0.5731695890426636,-0.2094779908657074,0.803089439868927,0.7635050415992737,0.08969777822494507,-0.5167526602745056,0.9761475324630737,0.3945493996143341,0.5753770470619202,-0.2738244831562042,0.8198269605636597,0.7628203630447388,0.09852474927902222,-0.4558796286582947,0.982434093952179,0.40434929728507996,0.568146824836731,-0.2121628075838089,0.8260120153427124,0.6544213891029358,0.5279849171638489,-0.011303731240332127,0.9987357258796692,0.5326208472251892,0.5329470634460449,0.010949780233204365,0.9996764659881592,0.6514572501182556,0.6791958808898926,0.02767292410135269,0.9750872254371643,0.5274149775505066,0.6881483793258667,-0.11619452387094498,0.9846722483634949,0.6238077878952026,0.8138311505317688,0.32490456104278564,0.9545308351516724,0.5351770520210266,0.8413611650466919,0.05686136335134506,0.9727679491043091,0.6094664335250854,0.8274122476577759,0.34213894605636597,0.7757825255393982,0.5457016825675964,0.8583641052246094,0.05801677331328392,0.7885853052139282,0.64564049243927,0.8658455014228821,0.06774863600730896,0.9461030960083008,0.5543822050094604,0.8947356939315796,-0.2623289227485657,0.9558653235435486
LeftArmUp,0.5876873135566711,0.28284770250320435,-0.5013329982757568,0.999885082244873,0.6027899384498596,0.2710731625556946,-0.4624468982219696,0.9993109703063965,0.6114558577537537,0.2710905969142914,-0.4623675048351288,0.9994148015975952,0.6203134059906006,0.2712426781654358,-0.4624135196208954,0.9992460012435913,0.5775529742240906,0.2722351551055908,-0.46255001425743103,0.9997089505195618,0.5699200630187988,0.272840678691864,-0.4625110924243927,0.9997666478157043,0.5629280209541321,0.27337393164634705,-0.4624170660972595,0.9997456669807434,0.6325916051864624,0.279784619808197,-0.2514870762825012,0.9982555508613586,0.5545750856399536,0.2824932634830475,-0.2570505738258362,0.999679446220398,0.604374885559082,0.29613831639289856,-0.4233880341053009,0.999206006526947,0.5727400183677673,0.2956479787826538,-0.4247598946094513,0.9996471405029297,0.6998299360275269,0.33663392066955566,-0.20120200514793396,0.9989842772483826,0.5083587765693665,0.36652106046676636,-0.13018715381622314,0.9996424913406372,0.7704178094863892,0.23811247944831848,-0.2799229919910431,0.9954583644866943,0.45975181460380554,0.4614623188972473,-0.09390408545732498,0.9738189578056335,0.803126335144043,0.13010144233703613,-0.3252311944961548,0.9925110340118408,0.43708309531211853,0.5459109544754028,-0.18821153044700623,0.8984224200248718,0.8026837110519409,0.10180232673883438,-0.3842013478279114,0.9725365042686462,0.42772266268730164,0.5734190344810486,-0.21197937428951263,0.8145545125007629,0.7936007380485535,0.09575596451759338,-0.38900211453437805,0.9706884622573853,0.4345051944255829,0.5750308632850647,-0.24783268570899963,0.8270055055618286,0.7921980023384094,0.10528836399316788,-0.3430478870868683,0.9794290661811829,0.441059410572052,0.5669634342193604,-0.2072231024503708,0.8364138603210449,0.6476236581802368,0.5271961688995361,0.0014126482419669628,0.9990654587745667,0.5264766812324524,0.5314571857452393,-0.0019920729100704193,0.999471127986908,0.651455819606781,0.6671589612960815,-0.0018184400396421552,0.9874746203422546,0.5349545478820801,0.6827579140663147,-0.009501686319708824,0.9873471260070801,0.6244360208511353,0.7973858714103699,0.27101677656173706,0.98002690076828,0.5688475966453552,0.8099745512008667,0.24826979637145996,0.9778177738189697,0.6142840385437012,0.8096774816513062,0.28869450092315674,0.8734519481658936,0.5760884881019592,0.825602650642395,0.2610597014427185,0.8156074285507202,0.6502659916877747,0.8522781133651733,0.04576452076435089,0.9676175117492676,0.5960439443588257,0.8662694692611694,-0.010047555901110172,0.9591333270072937
