class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
T-Pose,0.502876341342926,0.4647112488746643,0.35049548745155334,0.9976046085357666,0.5097223520278931,0.4587581753730774,0.4132794737815857,0.9967930912971497,0.5159316062927246,0.4599788188934326,0.4130113422870636,0.9964098334312439,0.522121012210846,0.4613056182861328,0.41272392868995667,0.9972919821739197,0.4919928312301636,0.4557890295982361,0.394087016582489,0.995871365070343,0.483935683965683,0.4548807144165039,0.3941826820373535,0.9948405623435974,0.4759865999221802,0.4539934992790222,0.39364442229270935,0.9965147972106934,0.5159990787506104,0.469693124294281,0.6085625886917114,0.996232807636261,0.4518023133277893,0.45983847975730896,0.5225378274917603,0.9966805577278137,0.49398210644721985,0.47803086042404175,0.4130057096481323,0.9838666915893555,0.4714679419994354,0.47895440459251404,0.386809378862381,0.98244309425354,0.5434198379516602,0.5169616341590881,0.5194527506828308,0.9986760020256042,0.36929193139076233,0.5003234148025513,0.4217199683189392,0.996887743473053,0.5956883430480957,0.5265926718711853,0.40272659063339233,0.6756341457366943,0.3783823549747467,0.47262024879455566,0.3318922817707062,0.8970946073532104,0.5266520977020264,0.47294992208480835,0.4136280417442322,0.34613075852394104,0.4956132173538208,0.42449456453323364,0.5400274395942688,0.6825747489929199,0.5146192312240601,0.46377450227737427,0.40113365650177,0.23410025238990784,0.5282020568847656,0.40811794996261597,0.5394373536109924,0.5063093304634094,0.5093345642089844,0.46329012513160706,0.43828874826431274,0.21886368095874786,0.523746132850647,0.41757601499557495,0.5648938417434692,0.4860215187072754,0.5051228404045105,0.46816831827163696,0.4259141683578491,0.2592993676662445,0.5154440999031067,0.4250100255012512,0.5498294830322266,0.4996596574783325,0.48559242486953735,0.6776710152626038,-0.014731346629559994,0.9991744160652161,0.36845314502716064,0.6748411655426025,0.01453773956745863,0.998673677444458,0.4755723774433136,0.8174656629562378,-0.20035172998905182,0.4191805124282837,0.42922019958496094,0.8213915824890137,-0.10450046509504318,0.20863522589206696,0.5040519833564758,0.9824078679084778,-0.36617186665534973,0.22823645174503326,0.4551299214363098,0.9749788045883179,-0.20855723321437836,0.15765440464019775,0.502353847026825,1.008587121963501,-0.38700276613235474,0.35670846700668335,0.46990466117858887,0.9995748400688171,-0.22159984707832336,0.2206643968820572,0.5273963212966919,1.0437839031219482,-0.5351490378379822,0.26460281014442444,0.4176948070526123,1.030860424041748,-0.3696609139442444,0.16387329995632172
T-Pose,0.4983804523944855,0.38741588592529297,-0.0368410162627697,0.9853569865226746,0.4921707212924957,0.3742590844631195,-0.008099233731627464,0.9772077202796936,0.4956360161304474,0.3746907114982605,-0.008464164100587368,0.977948009967804,0.4991738200187683,0.37521710991859436,-0.008794628083705902,0.9792534112930298,0.47808587551116943,0.3721621036529541,-0.05547457933425903,0.97335284948349,0.4694826900959015,0.37114474177360535,-0.055314164608716965,0.9701501727104187,0.4609316885471344,0.3701268434524536,-0.05564768612384796,0.9701060652732849,0.47581589221954346,0.37908482551574707,0.17718544602394104,0.9815451502799988,0.42391693592071533,0.3737208843231201,-0.03745671361684799,0.9734510183334351,0.49113303422927856,0.40711307525634766,0.042246684432029724,0.9790729284286499,0.47424978017807007,0.3992166519165039,-0.02085791528224945,0.9734286665916443,0.4970509111881256,0.4492596983909607,0.2760428190231323,0.9980251789093018,0.3334626257419586,0.4220512807369232,-0.09237606078386307,0.997769832611084,0.564795732498169,0.5223826169967651,0.2695976197719574,0.17846067249774933,0.39468997716903687,0.4540819525718689,-0.28117063641548157,0.9244089126586914,0.536079466342926,0.5296704769134521,0.12009406834840775,0.16855132579803467,0.5219627618789673,0.42042046785354614,-0.23582793772220612,0.8372415900230408,0.5346487164497375,0.5383113026618958,0.09204036742448807,0.1702161282300949,0.5402064323425293,0.4048619270324707,-0.25801458954811096,0.7638868093490601,0.5179624557495117,0.52556973695755,0.09708210825920105,0.1771945357322693,0.5324456691741943,0.40458589792251587,-0.24703596532344818,0.7528098821640015,0.5141792297363281,0.523717999458313,0.11821156740188599,0.1928333044052124,0.5430824160575867,0.41758352518081665,-0.22678224742412567,0.7280557751655579,0.4577168822288513,0.6457977890968323,0.09933999180793762,0.9916455149650574,0.3370491862297058,0.6453762650489807,-0.0988876149058342,0.9927358627319336,0.5220866799354553,0.7754718661308289,-0.019396541640162468,0.37718454003334045,0.45476120710372925,0.8004130125045776,-0.2540123462677002,0.5955955982208252,0.5349060893058777,0.9425691366195679,-0.025403562933206558,0.2651054561138153,0.45252326130867004,0.9650057554244995,-0.1941811889410019,0.39641404151916504,0.511848509311676,0.9667280316352844,-0.03475736081600189,0.28660479187965393,0.4346109926700592,0.9866558313369751,-0.18961064517498016,0.3160821497440338,0.6072344183921814,1.0016677379608154,-0.19290584325790405,0.283005952835083,0.4971204102039337,1.0254809856414795,-0.37082961201667786,0.3657147288322449
T-Pose,0.4983804523944855,0.38741588592529297,-0.0368410162627697,0.9853569865226746,0.4921707212924957,0.3742590844631195,-0.008099233731627464,0.9772077202796936,0.4956360161304474,0.3746907114982605,-0.008464164100587368,0.977948009967804,0.4991738200187683,0.37521710991859436,-0.008794628083705902,0.9792534112930298,0.47808587551116943,0.3721621036529541,-0.05547457933425903,0.97335284948349,0.4694826900959015,0.37114474177360535,-0.055314164608716965,0.9701501727104187,0.4609316885471344,0.3701268434524536,-0.05564768612384796,0.9701060652732849,0.47581589221954346,0.37908482551574707,0.17718544602394104,0.9815451502799988,0.42391693592071533,0.3737208843231201,-0.03745671361684799,0.9734510183334351,0.49113303422927856,0.40711307525634766,0.042246684432029724,0.9790729284286499,0.47424978017807007,0.3992166519165039,-0.02085791528224945,0.9734286665916443,0.4970509111881256,0.4492596983909607,0.2760428190231323,0.9980251789093018,0.3334626257419586,0.4220512807369232,-0.09237606078386307,0.997769832611084,0.564795732498169,0.5223826169967651,0.2695976197719574,0.17846067249774933,0.39468997716903687,0.4540819525718689,-0.28117063641548157,0.9244089126586914,0.536079466342926,0.5296704769134521,0.12009406834840775,0.16855132579803467,0.5219627618789673,0.42042046785354614,-0.23582793772220612,0.8372415900230408,0.5346487164497375,0.5383113026618958,0.09204036742448807,0.1702161282300949,0.5402064323425293,0.4048619270324707,-0.25801458954811096,0.7638868093490601,0.5179624557495117,0.52556973695755,0.09708210825920105,0.1771945357322693,0.5324456691741943,0.40458589792251587,-0.24703596532344818,0.7528098821640015,0.5141792297363281,0.523717999458313,0.11821156740188599,0.1928333044052124,0.5430824160575867,0.41758352518081665,-0.22678224742412567,0.7280557751655579,0.4577168822288513,0.6457977890968323,0.09933999180793762,0.9916455149650574,0.3370491862297058,0.6453762650489807,-0.0988876149058342,0.9927358627319336,0.5220866799354553,0.7754718661308289,-0.019396541640162468,0.37718454003334045,0.45476120710372925,0.8004130125045776,-0.2540123462677002,0.5955955982208252,0.5349060893058777,0.9425691366195679,-0.025403562933206558,0.2651054561138153,0.45252326130867004,0.9650057554244995,-0.1941811889410019,0.39641404151916504,0.511848509311676,0.9667280316352844,-0.03475736081600189,0.28660479187965393,0.4346109926700592,0.9866558313369751,-0.18961064517498016,0.3160821497440338,0.6072344183921814,1.0016677379608154,-0.19290584325790405,0.283005952835083,0.4971204102039337,1.0254809856414795,-0.37082961201667786,0.3657147288322449
T-Pose,0.41222935914993286,0.5608078241348267,0.26632052659988403,0.9843419194221497,0.40666016936302185,0.5664169788360596,0.2903256416320801,0.9879018068313599,0.4027573764324188,0.566348671913147,0.29028305411338806,0.9869219064712524,0.39891472458839417,0.5662297010421753,0.2900245487689972,0.9896042346954346,0.41694170236587524,0.5668342113494873,0.2860805094242096,0.9842717051506042,0.42130333185195923,0.5669469833374023,0.2861362397670746,0.9815959334373474,0.4255308508872986,0.5670578479766846,0.28578799962997437,0.9877701997756958,0.39562323689460754,0.5627555847167969,0.3501444160938263,0.9917502999305725,0.43295449018478394,0.5637875199317932,0.33003100752830505,0.992100179195404,0.40747418999671936,0.554696261882782,0.2852784991264343,0.951551616191864,0.4223499596118927,0.5549110174179077,0.27767089009284973,0.9578989148139954,0.39666715264320374,0.5391429662704468,0.29704898595809937,0.9944950938224792,0.45148470997810364,0.5457087755203247,0.29888075590133667,0.9975796341896057,0.38617604970932007,0.5374841094017029,0.437518447637558,0.3091271221637726,0.49929726123809814,0.5712668299674988,0.4017311632633209,0.4195699989795685,0.41324475407600403,0.5806158185005188,0.6859643459320068,0.22495108842849731,0.4951576292514801,0.6135477423667908,0.7014154195785522,0.3921245038509369,0.4213130474090576,0.5888926386833191,0.7279012203216553,0.24939267337322235,0.49965450167655945,0.6225131154060364,0.7436535954475403,0.3533628582954407,0.4217589795589447,0.5928318500518799,0.7419572472572327,0.23386506736278534,0.4958713948726654,0.6185163855552673,0.7577864527702332,0.3293146789073944,0.4221929907798767,0.5887443423271179,0.6978722214698792,0.2617405652999878,0.4935395419597626,0.6168203353881836,0.7120257019996643,0.35939010977745056,0.3806055784225464,0.44048362970352173,-0.005557238589972258,0.9980570673942566,0.40879061818122864,0.43798011541366577,0.004991830326616764,0.9965876340866089,0.3219751715660095,0.42822203040122986,-0.02375139109790325,0.5337884426116943,0.3474317193031311,0.4033524990081787,0.03477433696389198,0.27526143193244934,0.24780862033367157,0.399971067905426,0.05147450417280197,0.09681672602891922,0.2649531960487366,0.3909074664115906,0.09282149374485016,0.03510038182139397,0.23439496755599976,0.3913728892803192,0.0631837472319603,0.30965423583984375,0.25611239671707153,0.38818225264549255,0.10763481259346008,0.11627522110939026,0.23561492562294006,0.38847801089286804,0.06489124149084091,0.06526192277669907,0.23411820828914642,0.3781355619430542,0.11448787897825241,0.024258499965071678
T-Pose,0.48328492045402527,-0.032345592975616455,-0.2792670726776123,0.9940270185470581,0.48536136746406555,-0.059056639671325684,-0.21796804666519165,0.9946690201759338,0.4839940369129181,-0.056778788566589355,-0.21866953372955322,0.9936202168464661,0.4793567657470703,-0.054647743701934814,-0.21926070749759674,0.9955716133117676,0.4724351763725281,-0.061631858348846436,-0.35234978795051575,0.9939022064208984,0.4599153697490692,-0.06185096502304077,-0.35252854228019714,0.9922541379928589,0.4493430554866791,-0.06224465370178223,-0.35309889912605286,0.995120108127594,0.41173255443573,-0.04426330327987671,0.04433002322912216,0.9959418177604675,0.3650229573249817,-0.059339284896850586,-0.5602286458015442,0.9965022802352905,0.4441494941711426,0.0014519095420837402,-0.16951684653759003,0.9964644908905029,0.4300842583179474,-0.0036034584045410156,-0.3442220687866211,0.9984567165374756,0.26639673113822937,0.0991118848323822,0.32671013474464417,0.9925334453582764,0.14917102456092834,0.08348244428634644,-0.7743492722511292,0.9993051290512085,0.17357690632343292,0.3466432988643646,0.46500474214553833,0.01766475848853588,-0.16750848293304443,0.2733769714832306,-0.9196707606315613,0.7689911723136902,0.30738627910614014,0.5319907665252686,0.4216514527797699,0.02569492906332016,-0.208425834774971,0.4233647286891937,-0.8817811012268066,0.5645509362220764,0.3507710099220276,0.5788618326187134,0.405497670173645,0.036474548280239105,-0.2424372285604477,0.45884937047958374,-0.9763659238815308,0.563946545124054,0.32294589281082153,0.5580971240997314,0.28890565037727356,0.03781241923570633,-0.18388603627681732,0.45511937141418457,-0.9819177985191345,0.558761477470398,0.2925264835357666,0.5491802096366882,0.36224934458732605,0.042160071432590485,-0.1763332486152649,0.4500694274902344,-0.8844891786575317,0.5608848333358765,0.10753938555717468,0.5742442011833191,0.3533875048160553,0.949341893196106,0.14269302785396576,0.5753098130226135,-0.3519122004508972,0.9801654815673828,0.17052504420280457,0.8846285939216614,0.43265193700790405,0.12502430379390717,0.3616044223308563,0.9242444038391113,-0.2601627707481384,0.6706822514533997,0.044669803231954575,1.0155889987945557,0.8244650363922119,0.11345875263214111,0.5102639198303223,1.1806740760803223,0.08835393935441971,0.4016796052455902,-0.09259489178657532,1.082068920135498,0.8478826880455017,0.22575725615024567,0.4770660102367401,1.2157976627349854,0.11622877418994904,0.5273826718330383,0.052995070815086365,1.143810749053955,0.6796031594276428,0.14070779085159302,0.758732795715332,1.2768490314483643,-0.15472964942455292,0.3218146860599518
T-Pose,0.49132129549980164,-0.0025077462196350098,-0.18395599722862244,0.9879478812217712,0.49673259258270264,-0.02358168363571167,-0.13542646169662476,0.987004816532135,0.4931204915046692,-0.022141635417938232,-0.1360081136226654,0.9825394153594971,0.4928324818611145,-0.0203857421875,-0.13655705749988556,0.9885895252227783,0.4837599992752075,-0.02797234058380127,-0.25523173809051514,0.9853469133377075,0.4770423173904419,-0.028678059577941895,-0.25532156229019165,0.9790366291999817,0.4703935980796814,-0.02962559461593628,-0.25588691234588623,0.9869093298912048,0.44264572858810425,-0.009731709957122803,0.10248880088329315,0.9893357157707214,0.40936416387557983,-0.023818135261535645,-0.4395557940006256,0.9882531762123108,0.46053463220596313,0.027390599250793457,-0.08063309639692307,0.989268958568573,0.45062801241874695,0.01922258734703064,-0.2370910793542862,0.9948333501815796,0.3159392476081848,0.11918392032384872,0.3314216434955597,0.9833448529243469,0.22085320949554443,0.08410602807998657,-0.6243759989738464,0.9981691837310791,0.21940568089485168,0.3387032151222229,0.44811731576919556,0.010778861120343208,-0.021795302629470825,0.21906599402427673,-0.9051650166511536,0.6698598265647888,0.3201788663864136,0.5239540934562683,0.4169803261756897,0.013558711856603622,-0.025658488273620605,0.34802985191345215,-0.9656513929367065,0.36046403646469116,0.3568999469280243,0.5715562701225281,0.39751747250556946,0.0203113816678524,-0.04881386086344719,0.3815774619579315,-1.0390074253082275,0.3824854791164398,0.35131126642227173,0.5734288692474365,0.3071017861366272,0.021313389763236046,0.002828940749168396,0.3789410889148712,-1.0160164833068848,0.3744952380657196,0.32713600993156433,0.5578404068946838,0.3691467344760895,0.02478356473147869,0.004113443195819855,0.37314271926879883,-0.9573545455932617,0.39522498846054077,0.14528976380825043,0.5511720776557922,0.30427002906799316,0.951883852481842,0.20024961233139038,0.5526337623596191,-0.30385273694992065,0.9811525344848633,0.16782616078853607,0.843161940574646,0.38059818744659424,0.209127277135849,0.5397917032241821,0.8792409896850586,-0.2656279504299164,0.7350134253501892,0.04959781467914581,1.0010851621627808,0.721616804599762,0.20249466598033905,0.5204666256904602,1.1337820291519165,0.1123310923576355,0.57254958152771,-0.043716758489608765,1.0608038902282715,0.741279661655426,0.2954244613647461,0.4692233204841614,1.158668041229248,0.152858167886734,0.5670357346534729,0.09100236743688583,1.1331775188446045,0.5800408720970154,0.1965421736240387,0.6758312582969666,1.2472317218780518,-0.012856225483119488,0.45130982995033264
T-Pose,0.5135254859924316,0.06547987461090088,-0.21306905150413513,0.9998385906219482,0.5242257714271545,0.04086703062057495,-0.1654570996761322,0.9996911287307739,0.5267825126647949,0.04135024547576904,-0.16576345264911652,0.9995470643043518,0.5290175676345825,0.04173576831817627,-0.16608548164367676,0.9996639490127563,0.5043002367019653,0.03522658348083496,-0.26328587532043457,0.9997804760932922,0.49162566661834717,0.03144153952598572,-0.263286828994751,0.9997439980506897,0.47661563754081726,0.02705514430999756,-0.2636210322380066,0.999824583530426,0.48405158519744873,0.039223283529281616,0.1168544590473175,0.9995470643043518,0.4131435751914978,0.019904911518096924,-0.3297370374202728,0.9999023675918579,0.48998162150382996,0.08998531103134155,-0.09344450384378433,0.9998552799224854,0.468060165643692,0.08460110425949097,-0.22317177057266235,0.9999539852142334,0.3554078936576843,0.17969122529029846,0.42621925473213196,0.9986525177955627,0.24025177955627441,0.12470068782567978,-0.5219734907150269,0.9999680519104004,0.25452253222465515,0.3700030446052551,0.6259316802024841,0.036691419780254364,0.023077668622136116,0.296411395072937,-0.6221022009849548,0.9929072856903076,0.2623259723186493,0.5263935327529907,0.5493043065071106,0.0885179191827774,-0.03990273177623749,0.5187857747077942,-0.6410254240036011,0.9636752605438232,0.27309131622314453,0.5762049555778503,0.5151827335357666,0.09964926540851593,-0.07948867976665497,0.569881021976471,-0.7340472936630249,0.9293787479400635,0.2640019953250885,0.5760881304740906,0.422309547662735,0.10391023755073547,-0.01021815836429596,0.5813040733337402,-0.7505171298980713,0.9282277822494507,0.2506009638309479,0.5590527057647705,0.5001921057701111,0.10975473374128342,0.0140857407823205,0.5643168091773987,-0.6465314030647278,0.9229703545570374,0.2987373173236847,0.5429916381835938,0.28052210807800293,0.9936971068382263,0.20548096299171448,0.5400224328041077,-0.2802569270133972,0.9962672591209412,0.48546069860458374,0.8401565551757812,0.07127818465232849,0.6896927952766418,0.23654678463935852,0.8389362096786499,-0.35729140043258667,0.9102745652198792,0.3117760419845581,1.0476551055908203,0.5349624156951904,0.4368261396884918,0.0923783928155899,1.0388059616088867,0.02977173589169979,0.8263338804244995,0.2571142613887787,1.0658371448516846,0.5627343058586121,0.42494791746139526,0.043728023767471313,1.0558632612228394,0.05868681147694588,0.679651141166687,0.3836822509765625,1.1521681547164917,0.3477274775505066,0.4336877167224884,0.15645182132720947,1.1466820240020752,-0.22154809534549713,0.7674259543418884
T-Pose,0.5135254859924316,0.06547987461090088,-0.21306905150413513,0.9998385906219482,0.5242257714271545,0.04086703062057495,-0.1654570996761322,0.9996911287307739,0.5267825126647949,0.04135024547576904,-0.16576345264911652,0.9995470643043518,0.5290175676345825,0.04173576831817627,-0.16608548164367676,0.9996639490127563,0.5043002367019653,0.03522658348083496,-0.26328587532043457,0.9997804760932922,0.49162566661834717,0.03144153952598572,-0.263286828994751,0.9997439980506897,0.47661563754081726,0.02705514430999756,-0.2636210322380066,0.999824583530426,0.48405158519744873,0.039223283529281616,0.1168544590473175,0.9995470643043518,0.4131435751914978,0.019904911518096924,-0.3297370374202728,0.9999023675918579,0.48998162150382996,0.08998531103134155,-0.09344450384378433,0.9998552799224854,0.468060165643692,0.08460110425949097,-0.22317177057266235,0.9999539852142334,0.3554078936576843,0.17969122529029846,0.42621925473213196,0.9986525177955627,0.24025177955627441,0.12470068782567978,-0.5219734907150269,0.9999680519104004,0.25452253222465515,0.3700030446052551,0.6259316802024841,0.036691419780254364,0.023077668622136116,0.296411395072937,-0.6221022009849548,0.9929072856903076,0.2623259723186493,0.5263935327529907,0.5493043065071106,0.0885179191827774,-0.03990273177623749,0.5187857747077942,-0.6410254240036011,0.9636752605438232,0.27309131622314453,0.5762049555778503,0.5151827335357666,0.09964926540851593,-0.07948867976665497,0.569881021976471,-0.7340472936630249,0.9293787479400635,0.2640019953250885,0.5760881304740906,0.422309547662735,0.10391023755073547,-0.01021815836429596,0.5813040733337402,-0.7505171298980713,0.9282277822494507,0.2506009638309479,0.5590527057647705,0.5001921057701111,0.10975473374128342,0.0140857407823205,0.5643168091773987,-0.6465314030647278,0.9229703545570374,0.2987373173236847,0.5429916381835938,0.28052210807800293,0.9936971068382263,0.20548096299171448,0.5400224328041077,-0.2802569270133972,0.9962672591209412,0.48546069860458374,0.8401565551757812,0.07127818465232849,0.6896927952766418,0.23654678463935852,0.8389362096786499,-0.35729140043258667,0.9102745652198792,0.3117760419845581,1.0476551055908203,0.5349624156951904,0.4368261396884918,0.0923783928155899,1.0388059616088867,0.02977173589169979,0.8263338804244995,0.2571142613887787,1.0658371448516846,0.5627343058586121,0.42494791746139526,0.043728023767471313,1.0558632612228394,0.05868681147694588,0.679651141166687,0.3836822509765625,1.1521681547164917,0.3477274775505066,0.4336877167224884,0.15645182132720947,1.1466820240020752,-0.22154809534549713,0.7674259543418884
T-Pose,0.5355352759361267,0.10413172096014023,-0.26983851194381714,0.9999078512191772,0.5322446823120117,0.08116447925567627,-0.2245132178068161,0.9998162388801575,0.5343384742736816,0.0816742479801178,-0.22479954361915588,0.9997597336769104,0.5361924171447754,0.08206003904342651,-0.22496064007282257,0.9998078942298889,0.513288140296936,0.07725131511688232,-0.3166201710700989,0.9998557567596436,0.5007203817367554,0.07487475872039795,-0.31668493151664734,0.9998596906661987,0.4852082431316376,0.07199624180793762,-0.31698107719421387,0.9998949766159058,0.4923971891403198,0.08552482724189758,0.012718064710497856,0.9997205138206482,0.42896538972854614,0.07423099875450134,-0.4052731692790985,0.9999366998672485,0.5197246074676514,0.12787392735481262,-0.1714986115694046,0.9999191761016846,0.5006951093673706,0.12443909794092178,-0.29285094141960144,0.9999687671661377,0.40360695123672485,0.2345838099718094,0.29895249009132385,0.9975495934486389,0.30226850509643555,0.20065534114837646,-0.5902071595191956,0.9999566078186035,0.321336567401886,0.41685789823532104,0.4348195493221283,0.04372242093086243,0.13710616528987885,0.39985936880111694,-0.6718313694000244,0.9935675263404846,0.3454008102416992,0.5911597609519958,0.36544346809387207,0.07577479630708694,0.1139848530292511,0.5988690853118896,-0.6845298409461975,0.9601578116416931,0.3579525947570801,0.6411157250404358,0.32849475741386414,0.07969016581773758,0.06921848654747009,0.6569816470146179,-0.7783257365226746,0.9187870025634766,0.3417682647705078,0.6421088576316833,0.24936199188232422,0.08357768505811691,0.12988880276679993,0.664722740650177,-0.8024285435676575,0.9145462512969971,0.3285735547542572,0.6225242614746094,0.32128188014030457,0.08865749835968018,0.15741141140460968,0.646714448928833,-0.6941160559654236,0.9048736691474915,0.39578530192375183,0.565494179725647,0.25304850935935974,0.9890995621681213,0.3048022985458374,0.5599581599235535,-0.2527793347835541,0.9935245513916016,0.44494426250457764,0.831779956817627,0.24423815310001373,0.6449063420295715,0.2558506429195404,0.8270770311355591,-0.21677443385124207,0.9454078078269958,0.36440107226371765,1.051662802696228,0.5194730162620544,0.4548978805541992,0.0960785448551178,1.0471335649490356,-0.03230665624141693,0.7967044711112976,0.3139854371547699,1.0872983932495117,0.5256864428520203,0.41610440611839294,0.021992743015289307,1.0782963037490845,-0.03100932389497757,0.6132734417915344,0.5099208950996399,1.127357840538025,0.32469260692596436,0.5339673757553101,0.24572958052158356,1.1298987865447998,-0.3333864212036133,0.7276443839073181
T-Pose,0.5524733066558838,0.10896080732345581,-0.29570484161376953,0.9998683929443359,0.5514186024665833,0.08521118760108948,-0.25503671169281006,0.9997437596321106,0.5526480078697205,0.08547410368919373,-0.25532957911491394,0.9996514320373535,0.5534903407096863,0.0855933427810669,-0.2554872930049896,0.9997252821922302,0.5348106026649475,0.08241739869117737,-0.3521239161491394,0.9998107552528381,0.5235384106636047,0.08027666807174683,-0.35221755504608154,0.9998071789741516,0.5101959109306335,0.07751491665840149,-0.3525715470314026,0.9998642206192017,0.5072169303894043,0.08810368180274963,-0.03373624384403229,0.9996145963668823,0.448426216840744,0.07753720879554749,-0.4722828269004822,0.9999138116836548,0.5330245494842529,0.13145282864570618,-0.20142975449562073,0.9999042749404907,0.5176027417182922,0.12873616814613342,-0.3283604085445404,0.9999654293060303,0.4104219973087311,0.23726963996887207,0.25066688656806946,0.9976420998573303,0.3155737519264221,0.2082081288099289,-0.6593059301376343,0.9999538660049438,0.33901911973953247,0.42331433296203613,0.38460782170295715,0.04597325250506401,0.16903316974639893,0.4128270745277405,-0.7374197840690613,0.9926100373268127,0.33362939953804016,0.5846980810165405,0.3044174611568451,0.08588530868291855,0.1590089499950409,0.6130245327949524,-0.7276228070259094,0.9700304269790649,0.3448255658149719,0.6426877975463867,0.26672863960266113,0.08878172934055328,0.11997966468334198,0.6641107201576233,-0.82457035779953,0.9370375871658325,0.32800033688545227,0.6435932517051697,0.19011959433555603,0.0942424014210701,0.17509090900421143,0.6705371737480164,-0.8435193300247192,0.9346303343772888,0.3173832595348358,0.6261780261993408,0.2609725892543793,0.09902023524045944,0.20227694511413574,0.6544039249420166,-0.7339134812355042,0.9254022836685181,0.3899119794368744,0.564879298210144,0.24230700731277466,0.9900385141372681,0.32172977924346924,0.5614678859710693,-0.24207381904125214,0.9941880702972412,0.44902801513671875,0.8217313885688782,0.29438820481300354,0.5532691478729248,0.29596608877182007,0.8178620338439941,-0.17372001707553864,0.869210958480835,0.3480454683303833,1.0101362466812134,0.5764447450637817,0.33200860023498535,0.1737973541021347,1.0388941764831543,0.060455262660980225,0.66187584400177,0.2981466054916382,1.0642027854919434,0.5842283368110657,0.348675400018692,0.11075115203857422,1.071010708808899,0.06761915981769562,0.5457503795623779,0.46324118971824646,1.1072416305541992,0.3910777270793915,0.4217345118522644,0.3245990574359894,1.1156456470489502,-0.22822706401348114,0.6206597089767456
